hu_site_limit,point_granularity,point_longitude,fl_site_deductible,hu_site_deductible,point_latitude,fl_site_limit,county,construction,tiv_2011,policyID,fr_site_deductible,tiv_2012,eq_site_deductible,line,fr_site_limit,eq_site_limit,statecode
585000,1,-81.21971,0,17550,28.66105,0,SEMINOLE COUNTY,Masonry,585000,886911,0,703553.76,0,Residential,585000,0,FL
64209.4,1,-81.12381,0,0,28.63136,0,SEMINOLE COUNTY,Wood,64209.4,356639,0,52857.18,0,Residential,0,0,FL
66642.31,1,-81.12381,0,0,28.63136,0,SEMINOLE COUNTY,Wood,66642.31,381928,0,80056.68,0,Residential,0,0,FL
3758.41,1,-81.059692,0,0,28.623608,0,SEMINOLE COUNTY,Wood,3758.41,271725,0,4846,0,Residential,0,0,FL
1240416,1,-81.10951,0,0,28.61665,1240416,SEMINOLE COUNTY,Masonry,1240416,443271,0,1362274.47,0,Residential,1240416,1240416,FL
1360921.5,3,-81.15585,0,0,28.65004,0,SEMINOLE COUNTY,Masonry,1360921.5,944995,0,1157904.67,0,Residential,1360921.5,0,FL
2117016,3,-81.15585,0,0,28.65004,0,SEMINOLE COUNTY,Reinforced Masonry,2117016,519929,0,1752389.63,0,Commercial,2117016,0,FL
21262.5,3,-81.15585,0,0,28.65004,0,SEMINOLE COUNTY,Wood,21262.5,169231,0,33138.54,0,Residential,21262.5,0,FL
13500000,3,-81.125748,0,0,28.64887,0,SEMINOLE COUNTY,Reinforced Concrete,13500000,646855,0,17010000,0,Commercial,13500000,0,FL
769824,3,-81.125748,0,0,28.64887,0,SEMINOLE COUNTY,Masonry,769824,936358,0,616178.68,0,Residential,769824,0,FL
970200,1,-81.542274,0,0,28.98551,970200,LAKE COUNTY,Masonry,970200,504039,0,1310002.85,0,Residential,970200,970200,FL
135001.8,1,-81.542274,0,0,28.986254,135001.8,LAKE COUNTY,Wood,135001.8,296523,0,207060.9,0,Residential,135001.8,135001.8,FL
1392349.5,1,-81.543213,0,0,28.997168,0,LAKE COUNTY,Masonry,1392349.5,668862,0,1844584.62,0,Residential,1392349.5,0,FL
1265773.5,1,-81.543213,0,0,28.997168,0,LAKE COUNTY,Masonry,1265773.5,698568,0,1097661.06,0,Residential,1265773.5,0,FL
1530000,1,-81.29957,0,30600,28.80908,1530000,SEMINOLE COUNTY,Masonry,1530000,102522,0,2019700.98,0,Residential,1530000,1530000,FL
709227.67,1,-81.341393,0,0,28.81126,0,SEMINOLE COUNTY,Masonry,709227.67,398633,0,1056164.82,0,Residential,0,0,FL
21330000,1,-81.26749,0,0,28.81374,0,SEMINOLE COUNTY,Reinforced Concrete,21330000,295932,0,18360000,0,Commercial,0,0,FL
1282412.33,1,-81.268242,0,0,28.81254,0,SEMINOLE COUNTY,Masonry,1282412.33,394133,0,1660339.24,0,Residential,0,0,FL
882161.7,1,-81.25568,0,0,28.8106,0,SEMINOLE COUNTY,Masonry,882161.7,346051,0,807170.89,0,Residential,0,0,FL
1296504.28,1,-81.39596,0,0,28.82478,0,SEMINOLE COUNTY,Masonry,1296504.28,876836,0,1003753.61,0,Residential,0,0,FL
582310.23,1,-81.39596,0,0,28.82478,0,SEMINOLE COUNTY,Masonry,582310.23,481576,0,978889.13,0,Residential,0,0,FL
34060.76,1,-81.332161,0,0,28.815428,0,SEMINOLE COUNTY,Wood,34060.76,524245,0,37171.46,0,Residential,0,0,FL
1664271.91,4,-81.361992,0,0,28.796356,0,SEMINOLE COUNTY,Masonry,1664271.91,935037,0,2231269.38,0,Residential,0,0,FL
107826.64,1,-81.39119,0,0,28.802578,0,SEMINOLE COUNTY,Wood,107826.64,476136,0,122615.06,0,Residential,0,0,FL
46400.49,1,-81.39119,0,0,28.802578,0,SEMINOLE COUNTY,Wood,46400.49,981412,0,53203.36,0,Residential,0,0,FL
40810.51,1,-81.39119,0,0,28.802578,0,SEMINOLE COUNTY,Wood,40810.51,468340,0,71389.82,0,Residential,0,0,FL
25496.91,1,-81.39119,0,0,28.802578,0,SEMINOLE COUNTY,Wood,25496.91,232395,0,40023.01,0,Residential,0,0,FL
423113.94,1,-81.39119,0,0,28.802578,0,SEMINOLE COUNTY,Masonry,423113.94,838606,0,503217.87,0,Residential,0,0,FL
2482304.79,1,-81.39119,0,0,28.802578,0,SEMINOLE COUNTY,Reinforced Masonry,2482304.79,227098,0,2597036.91,0,Commercial,0,0,FL
39413.17,1,-81.39119,0,0,28.802578,0,SEMINOLE COUNTY,Wood,39413.17,175264,0,42422.36,0,Residential,0,0,FL
84665.32,1,-81.33432,0,0,28.82596,0,SEMINOLE COUNTY,Wood,84665.32,798642,0,106051.95,0,Residential,0,0,FL
30265.42,3,-81.182724,0,0,28.78705,0,SEMINOLE COUNTY,Wood,30265.42,896874,0,38422.07,0,Residential,0,0,FL
31725.17,1,-81.41628,0,0,28.80852,0,SEMINOLE COUNTY,Wood,31725.17,889548,0,33627.66,0,Residential,0,0,FL
161749.69,1,-81.25797,0,0,28.80915,0,SEMINOLE COUNTY,Wood,161749.69,660052,0,174252.94,0,Residential,0,0,FL
155706.34,1,-81.39596,0,0,28.82478,0,SEMINOLE COUNTY,Wood,155706.34,963513,0,113603.34,0,Residential,0,0,FL
68178.98,1,-81.39596,0,0,28.82478,0,SEMINOLE COUNTY,Wood,68178.98,129384,0,48577.52,0,Residential,0,0,FL
110375.91,1,-81.39596,0,0,28.82478,0,SEMINOLE COUNTY,Wood,110375.91,268707,0,122502.02,0,Residential,0,0,FL
19270.14,1,-81.39596,0,0,28.82478,0,SEMINOLE COUNTY,Wood,19270.14,168012,0,15782.25,0,Residential,0,0,FL
482937.26,1,-81.332397,0,0,28.815275,0,SEMINOLE COUNTY,Masonry,482937.26,895258,0,784861.91,0,Residential,0,0,FL
19738.63,1,-81.332397,0,0,28.815275,0,SEMINOLE COUNTY,Wood,19738.63,841958,0,17301.15,0,Residential,0,0,FL
422933.81,4,-81.361992,0,0,28.796356,0,SEMINOLE COUNTY,Masonry,422933.81,642393,0,563347.84,0,Residential,0,0,FL
2273548.26,4,-81.361992,0,0,28.796356,0,SEMINOLE COUNTY,Reinforced Masonry,2273548.26,638258,0,2676548.33,0,Commercial,0,0,FL
151200,1,-81.297974,0,0,28.800083,0,SEMINOLE COUNTY,Wood,151200,158784,0,195302.02,0,Residential,151200,0,FL
400876.2,1,-81.32793,0,0,28.83192,400876.2,SEMINOLE COUNTY,Masonry,400876.2,969279,0,427393.36,0,Residential,400876.2,400876.2,FL
186964.2,1,-81.3302,0,0,28.83042,186964.2,SEMINOLE COUNTY,Wood,186964.2,857421,0,158306.33,0,Residential,186964.2,186964.2,FL
235239.3,1,-81.32727,0,0,28.83073,235239.3,SEMINOLE COUNTY,Wood,235239.3,715127,0,316443.91,0,Residential,235239.3,235239.3,FL
185672.7,1,-81.32702,0,0,28.83171,185672.7,SEMINOLE COUNTY,Wood,185672.7,687730,0,187265.03,0,Residential,185672.7,185672.7,FL
473787,3,-81.33083,0,0,28.83697,473787,SEMINOLE COUNTY,Masonry,473787,888087,0,711694.4,0,Residential,473787,473787,FL
1180808.1,1,-81.273308,0,0,28.811712,1180808.1,SEMINOLE COUNTY,Masonry,1180808.1,892109,0,1296803.6,0,Residential,1180808.1,1180808.1,FL
14850,1,-81.273308,0,742.5,28.811712,14850,SEMINOLE COUNTY,Wood,14850,725108,0,17182.94,0,Residential,14850,14850,FL
173250,1,-81.273308,0,8662.5,28.811712,173250,SEMINOLE COUNTY,Wood,173250,315640,0,266127.94,0,Residential,173250,173250,FL
1492200,1,-81.26725,0,0,28.80831,1492200,SEMINOLE COUNTY,Masonry,1492200,165036,0,2118609.15,0,Residential,1492200,1492200,FL
1464300,1,-81.26725,0,0,28.80831,1464300,SEMINOLE COUNTY,Masonry,1464300,754841,0,2056298.92,0,Residential,1464300,1464300,FL
105210,1,-81.26522,0,0,28.80742,105210,SEMINOLE COUNTY,Wood,105210,662740,0,77350.92,0,Residential,105210,105210,FL
195103.26,1,-81.26952,0,0,28.80488,0,SEMINOLE COUNTY,Wood,195103.26,219942,0,288960.41,0,Residential,0,0,FL
57328.92,1,-81.26952,0,0,28.80488,0,SEMINOLE COUNTY,Wood,57328.92,115364,0,45248.34,0,Residential,0,0,FL
53630.28,1,-81.2277,0,0,28.78676,0,SEMINOLE COUNTY,Wood,53630.28,837811,0,50239.13,0,Residential,0,0,FL
600104.34,1,-81.27034,0,0,28.80511,0,SEMINOLE COUNTY,Masonry,600104.34,697535,0,562108.13,0,Residential,0,0,FL
20342.52,1,-81.27034,0,0,28.80511,0,SEMINOLE COUNTY,Wood,20342.52,142189,0,14763.79,0,Residential,0,0,FL
407775.06,1,-81.27034,0,0,28.80511,0,SEMINOLE COUNTY,Masonry,407775.06,650438,0,297830.75,0,Residential,0,0,FL
31500,1,-81.329689,0,0,28.830228,0,SEMINOLE COUNTY,Wood,31500,533518,0,37533.89,0,Residential,31500,0,FL
380825.03,3,-81.33351,0,0,28.80715,0,SEMINOLE COUNTY,Masonry,380825.03,106141,0,629415.41,0,Residential,0,0,FL
116571.6,1,-81.283569,0,0,28.803999,116571.6,SEMINOLE COUNTY,Wood,116571.6,905230,0,202054.95,0,Residential,116571.6,116571.6,FL
116571.6,1,-81.283569,0,0,28.803982,116571.6,SEMINOLE COUNTY,Wood,116571.6,525447,0,103679.48,0,Residential,116571.6,116571.6,FL
116571.6,1,-81.283569,0,0,28.803978,116571.6,SEMINOLE COUNTY,Wood,116571.6,475645,0,149540.96,0,Residential,116571.6,116571.6,FL
116571.6,1,-81.283569,0,0,28.803974,116571.6,SEMINOLE COUNTY,Wood,116571.6,927540,0,84468.71,0,Residential,116571.6,116571.6,FL
94359.6,1,-81.283569,0,0,28.803955,94359.6,SEMINOLE COUNTY,Wood,94359.6,719812,0,82157.39,0,Residential,94359.6,94359.6,FL
94359.6,1,-81.283569,0,0,28.803938,94359.6,SEMINOLE COUNTY,Wood,94359.6,570682,0,128807.27,0,Residential,94359.6,94359.6,FL
116571.6,1,-81.283569,0,0,28.803934,116571.6,SEMINOLE COUNTY,Wood,116571.6,807569,0,199467.53,0,Residential,116571.6,116571.6,FL
134548.2,1,-81.283569,0,0,28.803925,134548.2,SEMINOLE COUNTY,Wood,134548.2,411559,0,140484.47,0,Residential,134548.2,134548.2,FL
94359.6,1,-81.283569,0,0,28.803917,94359.6,SEMINOLE COUNTY,Wood,94359.6,581141,0,88446.56,0,Residential,94359.6,94359.6,FL
116571.6,1,-81.283569,0,0,28.80389,116571.6,SEMINOLE COUNTY,Wood,116571.6,205968,0,200059.25,0,Residential,116571.6,116571.6,FL
94359.6,1,-81.283569,0,0,28.803886,94359.6,SEMINOLE COUNTY,Wood,94359.6,350629,0,107298.19,0,Residential,94359.6,94359.6,FL
94359.6,1,-81.283569,0,0,28.803873,94359.6,SEMINOLE COUNTY,Wood,94359.6,114312,0,111701.76,0,Residential,94359.6,94359.6,FL
116571.6,1,-81.283569,0,0,28.803864,116571.6,SEMINOLE COUNTY,Wood,116571.6,405161,0,118495.03,0,Residential,116571.6,116571.6,FL
94359.6,1,-81.283569,0,0,28.803829,94359.6,SEMINOLE COUNTY,Wood,94359.6,160136,0,167309.01,0,Residential,94359.6,94359.6,FL
138328.2,4,-81.3064,0,0,28.8039,138328.2,SEMINOLE COUNTY,Wood,138328.2,905747,0,111255.71,0,Residential,138328.2,138328.2,FL
655892.1,1,-81.283493,0,0,28.803549,655892.1,SEMINOLE COUNTY,Masonry,655892.1,449754,0,594147.73,0,Residential,655892.1,655892.1,FL
226800,1,-81.286522,0,11340,28.804094,226800,SEMINOLE COUNTY,Wood,226800,546554,0,374070.31,0,Residential,226800,226800,FL
226800,1,-81.286186,0,11340,28.803579,226800,SEMINOLE COUNTY,Wood,226800,317988,0,292528.45,0,Residential,226800,226800,FL
129669.3,1,-81.286453,0,0,28.803579,129669.3,SEMINOLE COUNTY,Wood,129669.3,287719,0,152948.57,0,Residential,129669.3,129669.3,FL
129669.3,1,-81.287003,0,0,28.803432,129669.3,SEMINOLE COUNTY,Wood,129669.3,672930,0,199457.58,0,Residential,129669.3,129669.3,FL
226800,1,-81.287019,0,11340,28.802927,226800,SEMINOLE COUNTY,Wood,226800,104022,0,265403.17,0,Residential,226800,226800,FL
226800,3,-81.286949,0,11340,28.802652,226800,SEMINOLE COUNTY,Wood,226800,295971,0,362568.15,0,Residential,226800,226800,FL
226800,1,-81.286087,0,11340,28.802669,226800,SEMINOLE COUNTY,Wood,226800,140382,0,193948.47,0,Residential,226800,226800,FL
226800,1,-81.286041,0,11340,28.802956,226800,SEMINOLE COUNTY,Wood,226800,670018,0,202044.33,0,Residential,226800,226800,FL
226800,1,-81.286362,0,11340,28.803089,226800,SEMINOLE COUNTY,Wood,226800,383571,0,192783.18,0,Residential,226800,226800,FL
113400,1,-81.279062,0,5670,28.808929,113400,SEMINOLE COUNTY,Wood,113400,944154,0,169596.5,0,Residential,113400,113400,FL
120675.6,1,-81.279088,0,0,28.808927,120675.6,SEMINOLE COUNTY,Wood,120675.6,847336,0,202678.89,0,Residential,120675.6,120675.6,FL
226800,1,-81.279131,0,11340,28.808924,226800,SEMINOLE COUNTY,Wood,226800,314836,0,217293.9,0,Residential,226800,226800,FL
113400,1,-81.28079,0,5670,28.808031,113400,SEMINOLE COUNTY,Wood,113400,145307,0,119848.38,0,Residential,113400,113400,FL
113400,1,-81.280792,0,5670,28.808141,113400,SEMINOLE COUNTY,Wood,113400,406571,0,124921.44,0,Residential,113400,113400,FL
113400,1,-81.280793,0,5670,28.808323,113400,SEMINOLE COUNTY,Wood,113400,697212,0,163975.72,0,Residential,113400,113400,FL
113400,1,-81.280794,0,5670,28.80836,113400,SEMINOLE COUNTY,Wood,113400,419312,0,136529.52,0,Residential,113400,113400,FL
113400,1,-81.280795,0,5670,28.808505,113400,SEMINOLE COUNTY,Wood,113400,625919,0,91736.29,0,Residential,113400,113400,FL
172074.6,1,-81.282318,0,0,28.809082,172074.6,SEMINOLE COUNTY,Wood,172074.6,838829,0,174481.06,0,Residential,172074.6,172074.6,FL
120989.7,1,-81.282318,0,0,28.809088,120989.7,SEMINOLE COUNTY,Wood,120989.7,168827,0,133075.36,0,Residential,120989.7,120989.7,FL
167832,1,-81.282318,0,8391.6,28.809385,167832,SEMINOLE COUNTY,Wood,167832,945447,0,183882.28,0,Residential,167832,167832,FL
120989.7,1,-81.282318,0,0,28.809183,120989.7,SEMINOLE COUNTY,Wood,120989.7,497343,0,128296.51,0,Residential,120989.7,120989.7,FL
172074.6,1,-81.282318,0,0,28.809494,172074.6,SEMINOLE COUNTY,Wood,172074.6,964514,0,178751.09,0,Residential,172074.6,172074.6,FL
172074.6,1,-81.282318,0,0,28.809269,172074.6,SEMINOLE COUNTY,Wood,172074.6,872484,0,246878.87,0,Residential,172074.6,172074.6,FL
167832,1,-81.282303,0,8391.6,28.809332,167832,SEMINOLE COUNTY,Wood,167832,417003,0,197564.28,0,Residential,167832,167832,FL
167832,1,-81.282295,0,8391.6,28.809347,167832,SEMINOLE COUNTY,Wood,167832,830883,0,165316.87,0,Residential,167832,167832,FL
167832,1,-81.282288,0,8391.6,28.809374,167832,SEMINOLE COUNTY,Wood,167832,879657,0,217004.76,0,Residential,167832,167832,FL
167832,1,-81.282288,0,8391.6,28.809389,167832,SEMINOLE COUNTY,Wood,167832,992741,0,258028.94,0,Residential,167832,167832,FL
57182.4,3,-81.26131,0,0,28.8083,57182.4,SEMINOLE COUNTY,Wood,57182.4,475158,0,70551.19,0,Residential,57182.4,57182.4,FL
207936,3,-81.26131,0,0,28.8083,207936,SEMINOLE COUNTY,Wood,207936,334583,0,159071.04,0,Residential,207936,207936,FL
311904,3,-81.26131,0,0,28.8083,311904,SEMINOLE COUNTY,Wood,311904,107886,0,283508.26,0,Residential,311904,311904,FL
91800,1,-81.28159,0,0,28.80645,91800,SEMINOLE COUNTY,Wood,91800,235170,0,129585.34,0,Residential,91800,91800,FL
27000,4,-81.3064,0,0,28.8039,27000,SEMINOLE COUNTY,Wood,27000,642762,0,26179.52,0,Residential,27000,27000,FL
3936740.4,1,-81.26918,0,0,28.81218,3936740.4,SEMINOLE COUNTY,Reinforced Masonry,3936740.4,910464,0,3378731.07,0,Commercial,3936740.4,3936740.4,FL
31500,1,-81.34021,0,1575,28.805135,31500,SEMINOLE COUNTY,Wood,31500,200867,0,48323.52,0,Residential,31500,31500,FL
346090.5,3,-81.30043,0,0,28.79969,0,SEMINOLE COUNTY,Wood,346090.5,394700,0,320252.77,0,Residential,0,346090.5,FL
54618.03,1,-81.25568,0,0,28.8106,0,SEMINOLE COUNTY,Wood,54618.03,878483,0,48282.34,0,Residential,0,0,FL
63312.12,3,-81.290715,0,0,28.815715,0,SEMINOLE COUNTY,Wood,63312.12,882735,0,85301.56,0,Residential,0,0,FL
45222.94,4,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,45222.94,950815,0,69305.97,0,Residential,0,0,FL
139902.6,3,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,139902.6,513702,0,108052.09,0,Residential,0,0,FL
40700.65,4,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,40700.65,453460,0,38410.83,0,Residential,0,0,FL
150837.5,1,-81.287994,0,0,28.788897,0,SEMINOLE COUNTY,Wood,150837.5,505575,0,131661.83,0,Residential,0,0,FL
77194.66,1,-81.265976,0,0,28.812725,0,SEMINOLE COUNTY,Wood,77194.66,964690,0,118648.19,0,Residential,0,0,FL
18089.18,4,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,18089.18,276446,0,22787.64,0,Residential,0,0,FL
413295.17,3,-81.26463,0,0,28.801285,0,SEMINOLE COUNTY,Masonry,413295.17,229211,0,312689.21,0,Residential,0,0,FL
45222.94,3,-81.294475,0,0,28.778035,0,SEMINOLE COUNTY,Wood,45222.94,520052,0,47299.94,0,Residential,0,0,FL
10214.05,1,-81.3169,0,0,28.80056,0,SEMINOLE COUNTY,Wood,10214.05,940174,0,9138.92,0,Residential,0,0,FL
481631.56,1,-81.3169,0,0,28.80056,0,SEMINOLE COUNTY,Masonry,481631.56,197505,0,826913.22,0,Residential,0,0,FL
7010.46,1,-81.253624,0,0,28.801319,0,SEMINOLE COUNTY,Wood,7010.46,433552,0,10666.63,0,Residential,0,0,FL
12117.94,1,-81.253624,0,0,28.801319,0,SEMINOLE COUNTY,Wood,12117.94,937529,0,16842.72,0,Residential,0,0,FL
413295.17,1,-81.253624,0,0,28.801319,0,SEMINOLE COUNTY,Masonry,413295.17,340612,0,455748.03,0,Residential,0,0,FL
221282.18,1,-81.27721,0,0,28.80762,0,SEMINOLE COUNTY,Wood,221282.18,603535,0,332828.76,0,Residential,0,0,FL
271337.65,1,-81.26565,0,0,28.81132,0,SEMINOLE COUNTY,Wood,271337.65,632078,0,338629.38,0,Residential,0,0,FL
238578.15,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Wood,238578.15,749548,0,342265.17,0,Residential,0,0,FL
44182.81,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Wood,44182.81,217938,0,41822.57,0,Residential,0,0,FL
5331.78,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Wood,5331.78,273191,0,4555.82,0,Residential,0,0,FL
271337.65,1,-81.26565,0,0,28.81132,0,SEMINOLE COUNTY,Wood,271337.65,196251,0,291020.21,0,Residential,0,0,FL
36396.33,1,-81.268166,0,0,28.808083,0,SEMINOLE COUNTY,Wood,36396.33,404024,0,47166.36,0,Residential,0,0,FL
94968.18,1,-81.28441,0,0,28.79378,0,SEMINOLE COUNTY,Wood,94968.18,855739,0,93611.08,0,Residential,0,0,FL
155521.69,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Wood,155521.69,209459,0,272190.34,0,Residential,0,0,FL
41881.87,1,-81.266922,0,0,28.793018,0,SEMINOLE COUNTY,Wood,41881.87,662793,0,69446.84,0,Residential,0,0,FL
544502.3,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Masonry,544502.3,785434,0,751634.79,0,Residential,0,0,FL
132443.52,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Wood,132443.52,402827,0,154196.05,0,Residential,0,0,FL
93959.7,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Wood,93959.7,250503,0,123759.59,0,Residential,0,0,FL
8281.22,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Wood,8281.22,371763,0,6419.44,0,Residential,0,0,FL
59032.22,1,-81.263069,0,0,28.811768,0,SEMINOLE COUNTY,Wood,59032.22,213887,0,91211.86,0,Residential,0,0,FL
99490.47,1,-81.245468,0,0,28.805506,0,SEMINOLE COUNTY,Wood,99490.47,718382,0,115214.94,0,Residential,0,0,FL
97604.67,1,-81.270966,0,0,28.799532,0,SEMINOLE COUNTY,Wood,97604.67,311086,0,151062.75,0,Residential,0,0,FL
71101.32,1,-81.277428,0,0,28.81484,0,SEMINOLE COUNTY,Wood,71101.32,770317,0,88246.4,0,Residential,0,0,FL
542675.29,1,-81.277428,0,0,28.81484,0,SEMINOLE COUNTY,Masonry,542675.29,537606,0,546938.01,0,Residential,0,0,FL
905723.26,1,-81.277428,0,0,28.81484,0,SEMINOLE COUNTY,Masonry,905723.26,706926,0,1191171,0,Residential,0,0,FL
719044.76,1,-81.278534,0,0,28.816116,0,SEMINOLE COUNTY,Masonry,719044.76,923046,0,833919.36,0,Residential,0,0,FL
725375.98,1,-81.278534,0,0,28.816116,0,SEMINOLE COUNTY,Masonry,725375.98,517715,0,1038056.54,0,Residential,0,0,FL
490986.38,1,-81.270966,0,0,28.799532,0,SEMINOLE COUNTY,Masonry,490986.38,712427,0,533658.98,0,Residential,0,0,FL
107946.26,3,-81.28962,0,0,28.78889,0,SEMINOLE COUNTY,Wood,107946.26,394994,0,124321.27,0,Residential,0,0,FL
131047.94,1,-81.270966,0,0,28.799532,0,SEMINOLE COUNTY,Wood,131047.94,259478,0,103752.49,0,Residential,0,0,FL
59721.42,1,-81.270966,0,0,28.799532,0,SEMINOLE COUNTY,Wood,59721.42,784832,0,57906.24,0,Residential,0,0,FL
341729.87,3,-81.28962,0,0,28.78889,0,SEMINOLE COUNTY,Wood,341729.87,601415,0,249227.69,0,Residential,0,0,FL
1440222.24,1,-81.277428,0,0,28.81484,0,SEMINOLE COUNTY,Masonry,1440222.24,930600,0,2101658.71,0,Residential,0,0,FL
63153.84,1,-81.273132,0,0,28.805048,0,SEMINOLE COUNTY,Wood,63153.84,497908,0,83347.91,0,Residential,0,0,FL
316913.33,1,-81.28833,0,0,28.80355,0,SEMINOLE COUNTY,Wood,316913.33,282126,0,401906.31,0,Residential,0,0,FL
43559.64,1,-81.26384,0,0,28.811764,0,SEMINOLE COUNTY,Wood,43559.64,966683,0,41269.71,0,Residential,0,0,FL
114091.15,1,-81.26384,0,0,28.811764,0,SEMINOLE COUNTY,Wood,114091.15,168553,0,186216.84,0,Residential,0,0,FL
2844671.8,1,-81.265106,0,0,28.811743,0,SEMINOLE COUNTY,Reinforced Masonry,2844671.8,994779,0,2833224.84,0,Commercial,0,0,FL
41881.87,1,-81.267891,0,0,28.798363,0,SEMINOLE COUNTY,Wood,41881.87,193698,0,68107.71,0,Residential,0,0,FL
3078725.38,1,-81.277428,0,0,28.81484,0,SEMINOLE COUNTY,Reinforced Masonry,3078725.38,176360,0,3699445.67,0,Commercial,0,0,FL
1834449.62,1,-81.277428,0,0,28.81484,0,SEMINOLE COUNTY,Reinforced Masonry,1834449.62,202362,0,2623363.84,0,Commercial,0,0,FL
58612.55,1,-81.277428,0,0,28.81484,0,SEMINOLE COUNTY,Wood,58612.55,897992,0,102590.72,0,Residential,0,0,FL
44543.69,3,-81.27802,0,0,28.808505,0,SEMINOLE COUNTY,Wood,44543.69,383262,0,60282.58,0,Residential,0,0,FL
2360637.53,1,-81.28833,0,0,28.80355,0,SEMINOLE COUNTY,Reinforced Masonry,2360637.53,345092,0,3910844.59,0,Commercial,0,0,FL
450558.88,1,-81.27599,0,0,28.81391,0,SEMINOLE COUNTY,Masonry,450558.88,367986,0,422573.76,0,Residential,0,0,FL
63633.2,4,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,63633.2,396809,0,93587.7,0,Residential,0,0,FL
63633.2,3,-81.323125,0,0,28.78877,0,SEMINOLE COUNTY,Wood,63633.2,553541,0,93143.73,0,Residential,0,0,FL
2249778.92,3,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Reinforced Masonry,2249778.92,547823,0,2516319.22,0,Commercial,0,0,FL
7235.67,1,-81.26384,0,0,28.811764,0,SEMINOLE COUNTY,Wood,7235.67,302757,0,7241.59,0,Residential,0,0,FL
45222.94,4,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,45222.94,675635,0,41925.28,0,Residential,0,0,FL
261755.81,3,-81.318077,0,0,28.779409,0,SEMINOLE COUNTY,Wood,261755.81,392548,0,324782.68,0,Residential,0,0,FL
11146.55,1,-81.27599,0,0,28.81391,0,SEMINOLE COUNTY,Wood,11146.55,634816,0,8507.94,0,Residential,0,0,FL
63633.2,3,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,63633.2,680367,0,78298.11,0,Residential,0,0,FL
63633.2,3,-81.25009,0,0,28.79604,0,SEMINOLE COUNTY,Wood,63633.2,966587,0,82714.89,0,Residential,0,0,FL
63633.2,1,-81.26599,0,0,28.81648,0,SEMINOLE COUNTY,Wood,63633.2,401238,0,70604.6,0,Residential,0,0,FL
63633.2,4,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,63633.2,296948,0,65434.02,0,Residential,0,0,FL
63633.2,4,-81.3064,0,0,28.8039,0,SEMINOLE COUNTY,Wood,63633.2,382790,0,66169.62,0,Residential,0,0,FL
934869.6,3,-81.340547,0,0,28.757041,0,SEMINOLE COUNTY,Masonry,934869.6,799855,0,1143136.11,0,Residential,0,0,FL
727120.8,3,-81.339196,0,0,28.75682,0,SEMINOLE COUNTY,Masonry,727120.8,338099,0,928799.39,0,Residential,0,0,FL
727120.8,3,-81.33939,0,0,28.756816,0,SEMINOLE COUNTY,Masonry,727120.8,779105,0,712934.67,0,Residential,0,0,FL
727120.8,3,-81.339778,0,0,28.756809,0,SEMINOLE COUNTY,Masonry,727120.8,633521,0,592458.03,0,Residential,0,0,FL
565538.4,3,-81.339843,0,0,28.756808,0,SEMINOLE COUNTY,Masonry,565538.4,500636,0,679720.6,0,Residential,0,0,FL
447750,3,-81.335239,0,0,28.79224,0,SEMINOLE COUNTY,Masonry,447750,608746,0,438660.68,0,Residential,0,0,FL
3459186,3,-81.33662,0,0,28.792755,0,SEMINOLE COUNTY,Reinforced Masonry,3459186,191334,0,3154694.61,0,Commercial,0,0,FL
1729593,3,-81.336735,0,0,28.791959,0,SEMINOLE COUNTY,Masonry,1729593,684107,0,2389495,0,Residential,0,0,FL
1729299.6,3,-81.33656,0,0,28.791805,0,SEMINOLE COUNTY,Masonry,1729299.6,623726,0,2469273.82,0,Residential,0,0,FL
1729593,3,-81.334969,0,0,28.792304,0,SEMINOLE COUNTY,Masonry,1729593,862067,0,1654217.34,0,Residential,0,0,FL
1729593,3,-81.333319,0,0,28.79359,0,SEMINOLE COUNTY,Masonry,1729593,188641,0,2701081.17,0,Residential,0,0,FL
1729593,3,-81.333015,0,0,28.793585,0,SEMINOLE COUNTY,Masonry,1729593,465690,0,2351554.64,0,Residential,0,0,FL
579600,1,-81.283,0,28980,28.81306,579600,SEMINOLE COUNTY,Masonry,579600,458614,0,501636.84,11592,Residential,579600,579600,FL
1366272.13,1,-81.36374,0,0,28.811785,0,SEMINOLE COUNTY,Masonry,1366272.13,779012,0,1342444.34,0,Residential,0,0,FL
